"Input number 35655 with intial rewrite term caaababbabaaabbbd
Generated final number 3 with final rewrite term cbd
Number of steps: 1878  Number of array doubles: 1"
Term	Number
caaabbabafaaabbbbbd	216863
caaabbabebaaabbbbbd	216863
caaabbafbbaaabbbbbd	216863
caaabbebbbaaabbbbbd	216863
caaabfbbbbaaabbbbbd	216863
caaagabbbbaaabbbbbd	216863
caafaabbbbaaabbbbbd	216863
caebaabbbbaaabbbbbd	216863
ceabaabbbbaaabbbbbd	216863
cbabaabbbbaaabbbbbd	216863
cbabaabbbbaaabbbgbd	325295
cbabaabbbbaaabbgbbd	325295
cbabaabbbbaaabgbbbd	325295
cbabaabbbbaaagbbbbd	325295
cbabaabbbbaafabbbbd	325295
cbabaabbbbaebabbbbd	325295
cbabaabbbbeababbbbd	325295
cbabaabbbfbababbbbd	325295
cbabaabbgabababbbbd	325295
cbabaabgbabababbbbd	325295
cbabaagbbabababbbbd	325295
cbabafabbabababbbbd	325295
cbabebabbabababbbbd	325295
cbafbbabbabababbbbd	325295
cbebbbabbabababbbbd	325295
cfbbbbabbabababbbbd	325295
caabbbbabbabababbbbd	325295
caabbbbabbabababbgbd	487943
caabbbbabbabababgbbd	487943
caabbbbabbababagbbbd	487943
caabbbbabbababfabbbd	487943
caabbbbabbabagaabbbd	487943
caabbbbabbabfaaabbbd	487943
caabbbbabbagaaaabbbd	487943
caabbbbabbfaaaaabbbd	487943
caabbbbabgaaaaaabbbd	487943
caabbbbagbaaaaaabbbd	487943
caabbbbfabaaaaaabbbd	487943
caabbbgaabaaaaaabbbd	487943
caabbgbaabaaaaaabbbd	487943
caabgbbaabaaaaaabbbd	487943
caagbbbaabaaaaaabbbd	487943
cafabbbaabaaaaaabbbd	487943
cebabbbaabaaaaaabbbd	487943
cbbabbbaabaaaaaabbbd	487943
cbbabbbaabaaaaaabgbd	731915
cbbabbbaabaaaaaagbbd	731915
cbbabbbaabaaaaafabbd	731915
cbbabbbaabaaaaebabbd	731915
cbbabbbaabaaaeababbd	731915
cbbabbbaabaaeaababbd	731915
cbbabbbaabaeaaababbd	731915
cbbabbbaabeaaaababbd	731915
cbbabbbaafbaaaababbd	731915
cbbabbbaebbaaaababbd	731915
cbbabbbeabbaaaababbd	731915
cbbabbfbabbaaaababbd	731915
cbbabgababbaaaababbd	731915
cbbagbababbaaaababbd	731915
cbbfabababbaaaababbd	731915
cbgaabababbaaaababbd	731915
cgbaabababbaaaababbd	731915
cabbaabababbaaaababbd	731915
cabbaabababbaaaabagbd	1097873
cabbaabababbaaaabfabd	1097873
cabbaabababbaaaagaabd	1097873
cabbaabababbaaafaaabd	1097873
cabbaabababbaaebaaabd	1097873
cabbaabababbaeabaaabd	1097873
cabbaabababbeaabaaabd	1097873
cabbaabababfbaabaaabd	1097873
cabbaababagabaabaaabd	1097873
cabbaababfaabaabaaabd	1097873
cabbaabagaaabaabaaabd	1097873
cabbaabfaaaabaabaaabd	1097873
cabbaagaaaaabaabaaabd	1097873
cabbafaaaaaabaabaaabd	1097873
cabbebaaaaaabaabaaabd	1097873
cabfbbaaaaaabaabaaabd	1097873
cagabbaaaaaabaabaaabd	1097873
cfaabbaaaaaabaabaaabd	1097873
caaaabbaaaaaabaabaaabd	1097873
caaaabbaaaaaabaabaebd	823405
caaaabbaaaaaabaabeabd	823405
caaaabbaaaaaabaafbabd	823405
caaaabbaaaaaabaebbabd	823405
caaaabbaaaaaabeabbabd	823405
caaaabbaaaaaafbabbabd	823405
caaaabbaaaaaebbabbabd	823405
caaaabbaaaaeabbabbabd	823405
caaaabbaaaeaabbabbabd	823405
caaaabbaaeaaabbabbabd	823405
caaaabbaeaaaabbabbabd	823405
caaaabbeaaaaabbabbabd	823405
caaaabfbaaaaabbabbabd	823405
caaaagabaaaaabbabbabd	823405
caaafaabaaaaabbabbabd	823405
caaebaabaaaaabbabbabd	823405
caeabaabaaaaabbabbabd	823405
ceaabaabaaaaabbabbabd	823405
cbaabaabaaaaabbabbabd	823405
cbaabaabaaaaabbabbd	205851
cbaabaabaaaaabbagbd	308777
cbaabaabaaaaabbfabd	308777
cbaabaabaaaaabgaabd	308777
cbaabaabaaaaagbaabd	308777
cbaabaabaaaafabaabd	308777
cbaabaabaaaebabaabd	308777
cbaabaabaaeababaabd	308777
cbaabaabaeaababaabd	308777
cbaabaabeaaababaabd	308777
cbaabaafbaaababaabd	308777
cbaabaebbaaababaabd	308777
cbaabeabbaaababaabd	308777
cbaafbabbaaababaabd	308777
cbaebbabbaaababaabd	308777
cbeabbabbaaababaabd	308777
cfbabbabbaaababaabd	308777
caababbabbaaababaabd	308777
caababbabbaaababebd	231583
caababbabbaaabafbbd	231583
caababbabbaaabebbbd	231583
caababbabbaaafbbbbd	231583
caababbabbaaebbbbbd	231583
caababbabbaeabbbbbd	231583
caababbabbeaabbbbbd	231583
caababbabfbaabbbbbd	231583
caababbagabaabbbbbd	231583
caababbfaabaabbbbbd	231583
caababgaaabaabbbbbd	231583
caabagbaaabaabbbbbd	231583
caabfabaaabaabbbbbd	231583
caagaabaaabaabbbbbd	231583
cafaaabaaabaabbbbbd	231583
cebaaabaaabaabbbbbd	231583
cbbaaabaaabaabbbbbd	231583
cbbaaabaaabaabbbgbd	347375
cbbaaabaaabaabbgbbd	347375
cbbaaabaaabaabgbbbd	347375
cbbaaabaaabaagbbbbd	347375
cbbaaabaaabafabbbbd	347375
cbbaaabaaabebabbbbd	347375
cbbaaabaaafbbabbbbd	347375
cbbaaabaaebbbabbbbd	347375
cbbaaabaeabbbabbbbd	347375
cbbaaabeaabbbabbbbd	347375
cbbaaafbaabbbabbbbd	347375
cbbaaebbaabbbabbbbd	347375
cbbaeabbaabbbabbbbd	347375
cbbeaabbaabbbabbbbd	347375
cbfbaabbaabbbabbbbd	347375
cgabaabbaabbbabbbbd	347375
cababaabbaabbbabbbbd	347375
cababaabbaabbbabbgbd	521063
cababaabbaabbbabgbbd	521063
cababaabbaabbbagbbbd	521063
cababaabbaabbbfabbbd	521063
cababaabbaabbgaabbbd	521063
cababaabbaabgbaabbbd	521063
cababaabbaagbbaabbbd	521063
cababaabbafabbaabbbd	521063
cababaabbebabbaabbbd	521063
cababaabfbbabbaabbbd	521063
cababaagabbabbaabbbd	521063
cababafaabbabbaabbbd	521063
cababebaabbabbaabbbd	521063
cabafbbaabbabbaabbbd	521063
cabebbbaabbabbaabbbd	521063
cafbbbbaabbabbaabbbd	521063
cebbbbbaabbabbaabbbd	521063
cbbbbbbaabbabbaabbbd	521063
cbbbbbbaabbabbaabgbd	781595
cbbbbbbaabbabbaagbbd	781595
cbbbbbbaabbabbafabbd	781595
cbbbbbbaabbabbebabbd	781595
cbbbbbbaabbabfbbabbd	781595
cbbbbbbaabbagabbabbd	781595
cbbbbbbaabbfaabbabbd	781595
cbbbbbbaabgaaabbabbd	781595
cbbbbbbaagbaaabbabbd	781595
cbbbbbbafabaaabbabbd	781595
cbbbbbbebabaaabbabbd	781595
cbbbbbfbbabaaabbabbd	781595
cbbbbgabbabaaabbabbd	781595
cbbbgbabbabaaabbabbd	781595
cbbgbbabbabaaabbabbd	781595
cbgbbbabbabaaabbabbd	781595
cgbbbbabbabaaabbabbd	781595
cabbbbbabbabaaabbabbd	781595
cabbbbbabbabaaabbagbd	1172393
cabbbbbabbabaaabbfabd	1172393
cabbbbbabbabaaabgaabd	1172393
cabbbbbabbabaaagbaabd	1172393
cabbbbbabbabaafabaabd	1172393
cabbbbbabbabaebabaabd	1172393
cabbbbbabbabeababaabd	1172393
cabbbbbabbafbababaabd	1172393
cabbbbbabbebbababaabd	1172393
cabbbbbabfbbbababaabd	1172393
cabbbbbagabbbababaabd	1172393
cabbbbbfaabbbababaabd	1172393
cabbbbgaaabbbababaabd	1172393
cabbbgbaaabbbababaabd	1172393
cabbgbbaaabbbababaabd	1172393
cabgbbbaaabbbababaabd	1172393
cagbbbbaaabbbababaabd	1172393
cfabbbbaaabbbababaabd	1172393
caaabbbbaaabbbababaabd	1172393
caaabbbbaaabbbababebd	879295
caaabbbbaaabbbabafbbd	879295
caaabbbbaaabbbabebbbd	879295
caaabbbbaaabbbafbbbbd	879295
caaabbbbaaabbbebbbbbd	879295
caaabbbbaaabbfbbbbbbd	879295
caaabbbbaaabgabbbbbbd	879295
caaabbbbaaagbabbbbbbd	879295
caaabbbbaafababbbbbbd	879295
caaabbbbaebababbbbbbd	879295
caaabbbbeabababbbbbbd	879295
caaabbbfbabababbbbbbd	879295
caaabbgababababbbbbbd	879295
caaabgbababababbbbbbd	879295
caaagbbababababbbbbbd	879295
caafabbababababbbbbbd	879295
caebabbababababbbbbbd	879295
ceababbababababbbbbbd	879295
cbababbababababbbbbbd	879295
cbababbababababbbbgbd	1318943
cbababbababababbbgbbd	1318943
cbababbababababbgbbbd	1318943
cbababbababababgbbbbd	1318943
cbababbabababagbbbbbd	1318943
cbababbabababfabbbbbd	1318943
cbababbababagaabbbbbd	1318943
cbababbababfaaabbbbbd	1318943
cbababbabagaaaabbbbbd	1318943
cbababbabfaaaaabbbbbd	1318943
cbababbagaaaaaabbbbbd	1318943
cbababbfaaaaaaabbbbbd	1318943
cbababgaaaaaaaabbbbbd	1318943
cbabagbaaaaaaaabbbbbd	1318943
cbabfabaaaaaaaabbbbbd	1318943
cbagaabaaaaaaaabbbbbd	1318943
cbfaaabaaaaaaaabbbbbd	1318943
cgaaaabaaaaaaaabbbbbd	1318943
cabaaaabaaaaaaaabbbbbd	1318943
cabaaaabaaaaaaaabbbgbd	1978415
cabaaaabaaaaaaaabbgbbd	1978415
cabaaaabaaaaaaaabgbbbd	1978415
cabaaaabaaaaaaaagbbbbd	1978415
cabaaaabaaaaaaafabbbbd	1978415
cabaaaabaaaaaaebabbbbd	1978415
cabaaaabaaaaaeababbbbd	1978415
cabaaaabaaaaeaababbbbd	1978415
cabaaaabaaaeaaababbbbd	1978415
cabaaaabaaeaaaababbbbd	1978415
cabaaaabaeaaaaababbbbd	1978415
cabaaaabeaaaaaababbbbd	1978415
cabaaaafbaaaaaababbbbd	1978415
cabaaaebbaaaaaababbbbd	1978415
cabaaeabbaaaaaababbbbd	1978415
cabaeaabbaaaaaababbbbd	1978415
cabeaaabbaaaaaababbbbd	1978415
cafbaaabbaaaaaababbbbd	1978415
cebbaaabbaaaaaababbbbd	1978415
cbbbaaabbaaaaaababbbbd	1978415
cbbbaaabbaaaaaababbgbd	2967623
cbbbaaabbaaaaaababgbbd	2967623
cbbbaaabbaaaaaabagbbbd	2967623
cbbbaaabbaaaaaabfabbbd	2967623
cbbbaaabbaaaaaagaabbbd	2967623
cbbbaaabbaaaaafaaabbbd	2967623
cbbbaaabbaaaaebaaabbbd	2967623
cbbbaaabbaaaeabaaabbbd	2967623
cbbbaaabbaaeaabaaabbbd	2967623
cbbbaaabbaeaaabaaabbbd	2967623
cbbbaaabbeaaaabaaabbbd	2967623
cbbbaaabfbaaaabaaabbbd	2967623
cbbbaaagabaaaabaaabbbd	2967623
cbbbaafaabaaaabaaabbbd	2967623
cbbbaebaabaaaabaaabbbd	2967623
cbbbeabaabaaaabaaabbbd	2967623
cbbfbabaabaaaabaaabbbd	2967623
cbgababaabaaaabaaabbbd	2967623
cgbababaabaaaabaaabbbd	2967623
cabbababaabaaaabaaabbbd	2967623
cabbababaabaaaabaaabgbd	4451435
cabbababaabaaaabaaagbbd	4451435
cabbababaabaaaabaafabbd	4451435
cabbababaabaaaabaebabbd	4451435
cabbababaabaaaabeababbd	4451435
cabbababaabaaaafbababbd	4451435
cabbababaabaaaebbababbd	4451435
cabbababaabaaeabbababbd	4451435
cabbababaabaeaabbababbd	4451435
cabbababaabeaaabbababbd	4451435
cabbababaafbaaabbababbd	4451435
cabbababaebbaaabbababbd	4451435
cabbababeabbaaabbababbd	4451435
cabbabafbabbaaabbababbd	4451435
cabbabebbabbaaabbababbd	4451435
cabbafbbbabbaaabbababbd	4451435
cabbebbbbabbaaabbababbd	4451435
cabfbbbbbabbaaabbababbd	4451435
cagabbbbbabbaaabbababbd	4451435
cfaabbbbbabbaaabbababbd	4451435
caaaabbbbbabbaaabbababbd	4451435
