"Input number 31911 with intial rewrite term cbbbbaababaabbbd
Generated final number 1 with final rewrite term cd
Number of steps: 917  Number of array doubles: 0"
Term	Number
cbbbbaababaabbgd	47867
cbbbbaababaabgbd	47867
cbbbbaababaagbbd	47867
cbbbbaababafabbd	47867
cbbbbaababebabbd	47867
cbbbbaabafbbabbd	47867
cbbbbaabebbbabbd	47867
cbbbbaafbbbbabbd	47867
cbbbbaebbbbbabbd	47867
cbbbbeabbbbbabbd	47867
cbbbfbabbbbbabbd	47867
cbbgababbbbbabbd	47867
cbgbababbbbbabbd	47867
cgbbababbbbbabbd	47867
cabbbababbbbbabbd	47867
cabbbababbbbbabgd	71801
cabbbababbbbbagbd	71801
cabbbababbbbbfabd	71801
cabbbababbbbgaabd	71801
cabbbababbbgbaabd	71801
cabbbababbgbbaabd	71801
cabbbababgbbbaabd	71801
cabbbabagbbbbaabd	71801
cabbbabfabbbbaabd	71801
cabbbagaabbbbaabd	71801
cabbbfaaabbbbaabd	71801
cabbgaaaabbbbaabd	71801
cabgbaaaabbbbaabd	71801
cagbbaaaabbbbaabd	71801
cfabbaaaabbbbaabd	71801
caaabbaaaabbbbaabd	71801
caaabbaaaabbbbaagd	107702
caaabbaaaabbbbafad	107702
caaabbaaaabbbbebad	107702
caaabbaaaabbbfbbad	107702
caaabbaaaabbgabbad	107702
caaabbaaaabgbabbad	107702
caaabbaaaagbbabbad	107702
caaabbaaafabbabbad	107702
caaabbaaebabbabbad	107702
caaabbaeababbabbad	107702
caaabbeaababbabbad	107702
caaabfbaababbabbad	107702
caaagabaababbabbad	107702
caafaabaababbabbad	107702
caebaabaababbabbad	107702
ceabaabaababbabbad	107702
cbabaabaababbabbad	107702
cbabaabaababbabbd	53851
cbabaabaababbabgd	80777
cbabaabaababbagbd	80777
cbabaabaababbfabd	80777
cbabaabaababgaabd	80777
cbabaabaabagbaabd	80777
cbabaabaabfabaabd	80777
cbabaabaagaabaabd	80777
cbabaabafaaabaabd	80777
cbabaabebaaabaabd	80777
cbabaafbbaaabaabd	80777
cbabaebbbaaabaabd	80777
cbabeabbbaaabaabd	80777
cbafbabbbaaabaabd	80777
cbebbabbbaaabaabd	80777
cfbbbabbbaaabaabd	80777
caabbbabbbaaabaabd	80777
caabbbabbbaaabaagd	121166
caabbbabbbaaabafad	121166
caabbbabbbaaabebad	121166
caabbbabbbaaafbbad	121166
caabbbabbbaaebbbad	121166
caabbbabbbaeabbbad	121166
caabbbabbbeaabbbad	121166
caabbbabbfbaabbbad	121166
caabbbabgabaabbbad	121166
caabbbagbabaabbbad	121166
caabbbfababaabbbad	121166
caabbgaababaabbbad	121166
caabgbaababaabbbad	121166
caagbbaababaabbbad	121166
cafabbaababaabbbad	121166
cebabbaababaabbbad	121166
cbbabbaababaabbbad	121166
cbbabbaababaabbbd	60583
cbbabbaababaabbgd	90875
cbbabbaababaabgbd	90875
cbbabbaababaagbbd	90875
cbbabbaababafabbd	90875
cbbabbaababebabbd	90875
cbbabbaabafbbabbd	90875
cbbabbaabebbbabbd	90875
cbbabbaafbbbbabbd	90875
cbbabbaebbbbbabbd	90875
cbbabbeabbbbbabbd	90875
cbbabfbabbbbbabbd	90875
cbbagababbbbbabbd	90875
cbbfaababbbbbabbd	90875
cbgaaababbbbbabbd	90875
cgbaaababbbbbabbd	90875
cabbaaababbbbbabbd	90875
cabbaaababbbbbabgd	136313
cabbaaababbbbbagbd	136313
