"Input number 23642756440 with intial rewrite term cabbaaaaaabaabbabbbbbabababababbaaad
Generated final number 3416102741 with final rewrite term cbaababbbaabbbabbaababbbababababd
Number of steps: 766  Number of array doubles: 0"
Term	Number
caababbabafbbabbbbbbbbbbbbbbaabd	1895694329
caababbabebbbabbbbbbbbbbbbbbaabd	1895694329
caababbafbbbbabbbbbbbbbbbbbbaabd	1895694329
caababbebbbbbabbbbbbbbbbbbbbaabd	1895694329
caababfbbbbbbabbbbbbbbbbbbbbaabd	1895694329
caabagabbbbbbabbbbbbbbbbbbbbaabd	1895694329
caabfaabbbbbbabbbbbbbbbbbbbbaabd	1895694329
caagaaabbbbbbabbbbbbbbbbbbbbaabd	1895694329
cafaaaabbbbbbabbbbbbbbbbbbbbaabd	1895694329
cebaaaabbbbbbabbbbbbbbbbbbbbaabd	1895694329
cbbaaaabbbbbbabbbbbbbbbbbbbbaabd	1895694329
cbbaaaabbbbbbabbbbbbbbbbbbbbebd	1421770747
cbbaaaabbbbbbabbbbbbbbbbbbbfbbd	1421770747
cbbaaaabbbbbbabbbbbbbbbbbbgabbd	1421770747
cbbaaaabbbbbbabbbbbbbbbbbgbabbd	1421770747
cbbaaaabbbbbbabbbbbbbbbbgbbabbd	1421770747
cbbaaaabbbbbbabbbbbbbbbgbbbabbd	1421770747
cbbaaaabbbbbbabbbbbbbbgbbbbabbd	1421770747
cbbaaaabbbbbbabbbbbbbgbbbbbabbd	1421770747
cbbaaaabbbbbbabbbbbbgbbbbbbabbd	1421770747
cbbaaaabbbbbbabbbbbgbbbbbbbabbd	1421770747
cbbaaaabbbbbbabbbbgbbbbbbbbabbd	1421770747
cbbaaaabbbbbbabbbgbbbbbbbbbabbd	1421770747
cbbaaaabbbbbbabbgbbbbbbbbbbabbd	1421770747
cbbaaaabbbbbbabgbbbbbbbbbbbabbd	1421770747
cbbaaaabbbbbbagbbbbbbbbbbbbabbd	1421770747
cbbaaaabbbbbbfabbbbbbbbbbbbabbd	1421770747
cbbaaaabbbbbgaabbbbbbbbbbbbabbd	1421770747
cbbaaaabbbbgbaabbbbbbbbbbbbabbd	1421770747
cbbaaaabbbgbbaabbbbbbbbbbbbabbd	1421770747
cbbaaaabbgbbbaabbbbbbbbbbbbabbd	1421770747
cbbaaaabgbbbbaabbbbbbbbbbbbabbd	1421770747
cbbaaaagbbbbbaabbbbbbbbbbbbabbd	1421770747
cbbaaafabbbbbaabbbbbbbbbbbbabbd	1421770747
cbbaaebabbbbbaabbbbbbbbbbbbabbd	1421770747
cbbaeababbbbbaabbbbbbbbbbbbabbd	1421770747
cbbeaababbbbbaabbbbbbbbbbbbabbd	1421770747
cbfbaababbbbbaabbbbbbbbbbbbabbd	1421770747
cgabaababbbbbaabbbbbbbbbbbbabbd	1421770747
cababaababbbbbaabbbbbbbbbbbbabbd	1421770747
cababaababbbbbaabbbbbbbbbbbbfabd	2132656121
cababaababbbbbaabbbbbbbbbbbgaabd	2132656121
cababaababbbbbaabbbbbbbbbbgbaabd	2132656121
cababaababbbbbaabbbbbbbbbgbbaabd	2132656121
cababaababbbbbaabbbbbbbbgbbbaabd	2132656121
cababaababbbbbaabbbbbbbgbbbbaabd	2132656121
cababaababbbbbaabbbbbbgbbbbbaabd	2132656121
cababaababbbbbaabbbbbgbbbbbbaabd	2132656121
cababaababbbbbaabbbbgbbbbbbbaabd	2132656121
cababaababbbbbaabbbgbbbbbbbbaabd	2132656121
cababaababbbbbaabbgbbbbbbbbbaabd	2132656121
cababaababbbbbaabgbbbbbbbbbbaabd	2132656121
cababaababbbbbaagbbbbbbbbbbbaabd	2132656121
cababaababbbbbafabbbbbbbbbbbaabd	2132656121
cababaababbbbbebabbbbbbbbbbbaabd	2132656121
cababaababbbbfbbabbbbbbbbbbbaabd	2132656121
cababaababbbgabbabbbbbbbbbbbaabd	2132656121
cababaababbgbabbabbbbbbbbbbbaabd	2132656121
cababaababgbbabbabbbbbbbbbbbaabd	2132656121
cababaabagbbbabbabbbbbbbbbbbaabd	2132656121
cababaabfabbbabbabbbbbbbbbbbaabd	2132656121
cababaagaabbbabbabbbbbbbbbbbaabd	2132656121
cababafaaabbbabbabbbbbbbbbbbaabd	2132656121
cababebaaabbbabbabbbbbbbbbbbaabd	2132656121
cabafbbaaabbbabbabbbbbbbbbbbaabd	2132656121
cabebbbaaabbbabbabbbbbbbbbbbaabd	2132656121
cafbbbbaaabbbabbabbbbbbbbbbbaabd	2132656121
cebbbbbaaabbbabbabbbbbbbbbbbaabd	2132656121
cbbbbbbaaabbbabbabbbbbbbbbbbaabd	2132656121
cbbbbbbaaabbbabbabbbbbbbbbbbebd	1599492091
cbbbbbbaaabbbabbabbbbbbbbbbfbbd	1599492091
cbbbbbbaaabbbabbabbbbbbbbbgabbd	1599492091
cbbbbbbaaabbbabbabbbbbbbbgbabbd	1599492091
cbbbbbbaaabbbabbabbbbbbbgbbabbd	1599492091
cbbbbbbaaabbbabbabbbbbbgbbbabbd	1599492091
cbbbbbbaaabbbabbabbbbbgbbbbabbd	1599492091
cbbbbbbaaabbbabbabbbbgbbbbbabbd	1599492091
cbbbbbbaaabbbabbabbbgbbbbbbabbd	1599492091
cbbbbbbaaabbbabbabbgbbbbbbbabbd	1599492091
cbbbbbbaaabbbabbabgbbbbbbbbabbd	1599492091
cbbbbbbaaabbbabbagbbbbbbbbbabbd	1599492091
cbbbbbbaaabbbabbfabbbbbbbbbabbd	1599492091
cbbbbbbaaabbbabgaabbbbbbbbbabbd	1599492091
cbbbbbbaaabbbagbaabbbbbbbbbabbd	1599492091
cbbbbbbaaabbbfabaabbbbbbbbbabbd	1599492091
cbbbbbbaaabbgaabaabbbbbbbbbabbd	1599492091
cbbbbbbaaabgbaabaabbbbbbbbbabbd	1599492091
cbbbbbbaaagbbaabaabbbbbbbbbabbd	1599492091
cbbbbbbaafabbaabaabbbbbbbbbabbd	1599492091
cbbbbbbaebabbaabaabbbbbbbbbabbd	1599492091
cbbbbbbeababbaabaabbbbbbbbbabbd	1599492091
cbbbbbfbababbaabaabbbbbbbbbabbd	1599492091
cbbbbgabababbaabaabbbbbbbbbabbd	1599492091
cbbbgbabababbaabaabbbbbbbbbabbd	1599492091
cbbgbbabababbaabaabbbbbbbbbabbd	1599492091
cbgbbbabababbaabaabbbbbbbbbabbd	1599492091
cgbbbbabababbaabaabbbbbbbbbabbd	1599492091
cabbbbbabababbaabaabbbbbbbbbabbd	1599492091
cabbbbbabababbaabaabbbbbbbbbfabd	2399238137
cabbbbbabababbaabaabbbbbbbbgaabd	2399238137
cabbbbbabababbaabaabbbbbbbgbaabd	2399238137
cabbbbbabababbaabaabbbbbbgbbaabd	2399238137
cabbbbbabababbaabaabbbbbgbbbaabd	2399238137
cabbbbbabababbaabaabbbbgbbbbaabd	2399238137
cabbbbbabababbaabaabbbgbbbbbaabd	2399238137
cabbbbbabababbaabaabbgbbbbbbaabd	2399238137
cabbbbbabababbaabaabgbbbbbbbaabd	2399238137
cabbbbbabababbaabaagbbbbbbbbaabd	2399238137
cabbbbbabababbaabafabbbbbbbbaabd	2399238137
cabbbbbabababbaabebabbbbbbbbaabd	2399238137
cabbbbbabababbaafbbabbbbbbbbaabd	2399238137
cabbbbbabababbaebbbabbbbbbbbaabd	2399238137
cabbbbbabababbeabbbabbbbbbbbaabd	2399238137
cabbbbbabababfbabbbabbbbbbbbaabd	2399238137
cabbbbbababagababbbabbbbbbbbaabd	2399238137
cabbbbbababfaababbbabbbbbbbbaabd	2399238137
cabbbbbabagaaababbbabbbbbbbbaabd	2399238137
cabbbbbabfaaaababbbabbbbbbbbaabd	2399238137
cabbbbbagaaaaababbbabbbbbbbbaabd	2399238137
cabbbbbfaaaaaababbbabbbbbbbbaabd	2399238137
cabbbbgaaaaaaababbbabbbbbbbbaabd	2399238137
cabbbgbaaaaaaababbbabbbbbbbbaabd	2399238137
cabbgbbaaaaaaababbbabbbbbbbbaabd	2399238137
cabgbbbaaaaaaababbbabbbbbbbbaabd	2399238137
cagbbbbaaaaaaababbbabbbbbbbbaabd	2399238137
cfabbbbaaaaaaababbbabbbbbbbbaabd	2399238137
caaabbbbaaaaaaababbbabbbbbbbbaabd	2399238137
caaabbbbaaaaaaababbbabbbbbbbbebd	1799428603
caaabbbbaaaaaaababbbabbbbbbbfbbd	1799428603
caaabbbbaaaaaaababbbabbbbbbgabbd	1799428603
caaabbbbaaaaaaababbbabbbbbgbabbd	1799428603
caaabbbbaaaaaaababbbabbbbgbbabbd	1799428603
caaabbbbaaaaaaababbbabbbgbbbabbd	1799428603
caaabbbbaaaaaaababbbabbgbbbbabbd	1799428603
caaabbbbaaaaaaababbbabgbbbbbabbd	1799428603
caaabbbbaaaaaaababbbagbbbbbbabbd	1799428603
caaabbbbaaaaaaababbbfabbbbbbabbd	1799428603
caaabbbbaaaaaaababbgaabbbbbbabbd	1799428603
caaabbbbaaaaaaababgbaabbbbbbabbd	1799428603
caaabbbbaaaaaaabagbbaabbbbbbabbd	1799428603
caaabbbbaaaaaaabfabbaabbbbbbabbd	1799428603
caaabbbbaaaaaaagaabbaabbbbbbabbd	1799428603
caaabbbbaaaaaafaaabbaabbbbbbabbd	1799428603
caaabbbbaaaaaebaaabbaabbbbbbabbd	1799428603
caaabbbbaaaaeabaaabbaabbbbbbabbd	1799428603
caaabbbbaaaeaabaaabbaabbbbbbabbd	1799428603
caaabbbbaaeaaabaaabbaabbbbbbabbd	1799428603
caaabbbbaeaaaabaaabbaabbbbbbabbd	1799428603
caaabbbbeaaaaabaaabbaabbbbbbabbd	1799428603
caaabbbfbaaaaabaaabbaabbbbbbabbd	1799428603
caaabbgabaaaaabaaabbaabbbbbbabbd	1799428603
caaabgbabaaaaabaaabbaabbbbbbabbd	1799428603
caaagbbabaaaaabaaabbaabbbbbbabbd	1799428603
caafabbabaaaaabaaabbaabbbbbbabbd	1799428603
caebabbabaaaaabaaabbaabbbbbbabbd	1799428603
ceababbabaaaaabaaabbaabbbbbbabbd	1799428603
cbababbabaaaaabaaabbaabbbbbbabbd	1799428603
cbababbabaaaaabaaabbaabbbbbbfabd	2699142905
cbababbabaaaaabaaabbaabbbbbgaabd	2699142905
cbababbabaaaaabaaabbaabbbbgbaabd	2699142905
cbababbabaaaaabaaabbaabbbgbbaabd	2699142905
cbababbabaaaaabaaabbaabbgbbbaabd	2699142905
cbababbabaaaaabaaabbaabgbbbbaabd	2699142905
cbababbabaaaaabaaabbaagbbbbbaabd	2699142905
cbababbabaaaaabaaabbafabbbbbaabd	2699142905
cbababbabaaaaabaaabbebabbbbbaabd	2699142905
cbababbabaaaaabaaabfbbabbbbbaabd	2699142905
cbababbabaaaaabaaagabbabbbbbaabd	2699142905
cbababbabaaaaabaafaabbabbbbbaabd	2699142905
cbababbabaaaaabaebaabbabbbbbaabd	2699142905
cbababbabaaaaabeabaabbabbbbbaabd	2699142905
cbababbabaaaaafbabaabbabbbbbaabd	2699142905
cbababbabaaaaebbabaabbabbbbbaabd	2699142905
cbababbabaaaeabbabaabbabbbbbaabd	2699142905
cbababbabaaeaabbabaabbabbbbbaabd	2699142905
cbababbabaeaaabbabaabbabbbbbaabd	2699142905
cbababbabeaaaabbabaabbabbbbbaabd	2699142905
cbababbafbaaaabbabaabbabbbbbaabd	2699142905
cbababbebbaaaabbabaabbabbbbbaabd	2699142905
cbababfbbbaaaabbabaabbabbbbbaabd	2699142905
cbabagabbbaaaabbabaabbabbbbbaabd	2699142905
cbabfaabbbaaaabbabaabbabbbbbaabd	2699142905
cbagaaabbbaaaabbabaabbabbbbbaabd	2699142905
cbfaaaabbbaaaabbabaabbabbbbbaabd	2699142905
cgaaaaabbbaaaabbabaabbabbbbbaabd	2699142905
cabaaaaabbbaaaabbabaabbabbbbbaabd	2699142905
cabaaaaabbbaaaabbabaabbabbbbbebd	2024357179
cabaaaaabbbaaaabbabaabbabbbbfbbd	2024357179
cabaaaaabbbaaaabbabaabbabbbgabbd	2024357179
cabaaaaabbbaaaabbabaabbabbgbabbd	2024357179
cabaaaaabbbaaaabbabaabbabgbbabbd	2024357179
cabaaaaabbbaaaabbabaabbagbbbabbd	2024357179
cabaaaaabbbaaaabbabaabbfabbbabbd	2024357179
cabaaaaabbbaaaabbabaabgaabbbabbd	2024357179
cabaaaaabbbaaaabbabaagbaabbbabbd	2024357179
cabaaaaabbbaaaabbabafabaabbbabbd	2024357179
cabaaaaabbbaaaabbabebabaabbbabbd	2024357179
cabaaaaabbbaaaabbafbbabaabbbabbd	2024357179
cabaaaaabbbaaaabbebbbabaabbbabbd	2024357179
cabaaaaabbbaaaabfbbbbabaabbbabbd	2024357179
cabaaaaabbbaaaagabbbbabaabbbabbd	2024357179
cabaaaaabbbaaafaabbbbabaabbbabbd	2024357179
cabaaaaabbbaaebaabbbbabaabbbabbd	2024357179
cabaaaaabbbaeabaabbbbabaabbbabbd	2024357179
cabaaaaabbbeaabaabbbbabaabbbabbd	2024357179
cabaaaaabbfbaabaabbbbabaabbbabbd	2024357179
cabaaaaabgabaabaabbbbabaabbbabbd	2024357179
cabaaaaagbabaabaabbbbabaabbbabbd	2024357179
cabaaaafababaabaabbbbabaabbbabbd	2024357179
cabaaaebababaabaabbbbabaabbbabbd	2024357179
cabaaeabababaabaabbbbabaabbbabbd	2024357179
cabaeaabababaabaabbbbabaabbbabbd	2024357179
cabeaaabababaabaabbbbabaabbbabbd	2024357179
cafbaaabababaabaabbbbabaabbbabbd	2024357179
cebbaaabababaabaabbbbabaabbbabbd	2024357179
cbbbaaabababaabaabbbbabaabbbabbd	2024357179
cbbbaaabababaabaabbbbabaabbbfabd	3036535769
cbbbaaabababaabaabbbbabaabbgaabd	3036535769
cbbbaaabababaabaabbbbabaabgbaabd	3036535769
cbbbaaabababaabaabbbbabaagbbaabd	3036535769
cbbbaaabababaabaabbbbabafabbaabd	3036535769
cbbbaaabababaabaabbbbabebabbaabd	3036535769
cbbbaaabababaabaabbbbafbbabbaabd	3036535769
cbbbaaabababaabaabbbbebbbabbaabd	3036535769
cbbbaaabababaabaabbbfbbbbabbaabd	3036535769
cbbbaaabababaabaabbgabbbbabbaabd	3036535769
cbbbaaabababaabaabgbabbbbabbaabd	3036535769
cbbbaaabababaabaagbbabbbbabbaabd	3036535769
cbbbaaabababaabafabbabbbbabbaabd	3036535769
cbbbaaabababaabebabbabbbbabbaabd	3036535769
cbbbaaabababaafbbabbabbbbabbaabd	3036535769
cbbbaaabababaebbbabbabbbbabbaabd	3036535769
cbbbaaabababeabbbabbabbbbabbaabd	3036535769
cbbbaaababafbabbbabbabbbbabbaabd	3036535769
cbbbaaababebbabbbabbabbbbabbaabd	3036535769
cbbbaaabafbbbabbbabbabbbbabbaabd	3036535769
cbbbaaabebbbbabbbabbabbbbabbaabd	3036535769
cbbbaaafbbbbbabbbabbabbbbabbaabd	3036535769
cbbbaaebbbbbbabbbabbabbbbabbaabd	3036535769
cbbbaeabbbbbbabbbabbabbbbabbaabd	3036535769
cbbbeaabbbbbbabbbabbabbbbabbaabd	3036535769
cbbfbaabbbbbbabbbabbabbbbabbaabd	3036535769
cbgabaabbbbbbabbbabbabbbbabbaabd	3036535769
cgbabaabbbbbbabbbabbabbbbabbaabd	3036535769
cabbabaabbbbbbabbbabbabbbbabbaabd	3036535769
cabbabaabbbbbbabbbabbabbbbabbebd	2277401827
cabbabaabbbbbbabbbabbabbbbabfbbd	2277401827
cabbabaabbbbbbabbbabbabbbbagabbd	2277401827
cabbabaabbbbbbabbbabbabbbbfaabbd	2277401827
cabbabaabbbbbbabbbabbabbbgaaabbd	2277401827
cabbabaabbbbbbabbbabbabbgbaaabbd	2277401827
cabbabaabbbbbbabbbabbabgbbaaabbd	2277401827
cabbabaabbbbbbabbbabbagbbbaaabbd	2277401827
cabbabaabbbbbbabbbabbfabbbaaabbd	2277401827
cabbabaabbbbbbabbbabgaabbbaaabbd	2277401827
cabbabaabbbbbbabbbagbaabbbaaabbd	2277401827
cabbabaabbbbbbabbbfabaabbbaaabbd	2277401827
cabbabaabbbbbbabbgaabaabbbaaabbd	2277401827
cabbabaabbbbbbabgbaabaabbbaaabbd	2277401827
cabbabaabbbbbbagbbaabaabbbaaabbd	2277401827
cabbabaabbbbbbfabbaabaabbbaaabbd	2277401827
cabbabaabbbbbgaabbaabaabbbaaabbd	2277401827
cabbabaabbbbgbaabbaabaabbbaaabbd	2277401827
cabbabaabbbgbbaabbaabaabbbaaabbd	2277401827
cabbabaabbgbbbaabbaabaabbbaaabbd	2277401827
cabbabaabgbbbbaabbaabaabbbaaabbd	2277401827
cabbabaagbbbbbaabbaabaabbbaaabbd	2277401827
cabbabafabbbbbaabbaabaabbbaaabbd	2277401827
cabbabebabbbbbaabbaabaabbbaaabbd	2277401827
cabbafbbabbbbbaabbaabaabbbaaabbd	2277401827
cabbebbbabbbbbaabbaabaabbbaaabbd	2277401827
cabfbbbbabbbbbaabbaabaabbbaaabbd	2277401827
cagabbbbabbbbbaabbaabaabbbaaabbd	2277401827
cfaabbbbabbbbbaabbaabaabbbaaabbd	2277401827
caaaabbbbabbbbbaabbaabaabbbaaabbd	2277401827
caaaabbbbabbbbbaabbaabaabbbaafabd	3416102741
caaaabbbbabbbbbaabbaabaabbbaebabd	3416102741
caaaabbbbabbbbbaabbaabaabbbeababd	3416102741
caaaabbbbabbbbbaabbaabaabbfbababd	3416102741
caaaabbbbabbbbbaabbaabaabgabababd	3416102741
caaaabbbbabbbbbaabbaabaagbabababd	3416102741
caaaabbbbabbbbbaabbaabafababababd	3416102741
caaaabbbbabbbbbaabbaabebababababd	3416102741
caaaabbbbabbbbbaabbaafbbababababd	3416102741
caaaabbbbabbbbbaabbaebbbababababd	3416102741
caaaabbbbabbbbbaabbeabbbababababd	3416102741
caaaabbbbabbbbbaabfbabbbababababd	3416102741
caaaabbbbabbbbbaagababbbababababd	3416102741
caaaabbbbabbbbbafaababbbababababd	3416102741
caaaabbbbabbbbbebaababbbababababd	3416102741
caaaabbbbabbbbfbbaababbbababababd	3416102741
caaaabbbbabbbgabbaababbbababababd	3416102741
caaaabbbbabbgbabbaababbbababababd	3416102741
caaaabbbbabgbbabbaababbbababababd	3416102741
caaaabbbbagbbbabbaababbbababababd	3416102741
caaaabbbbfabbbabbaababbbababababd	3416102741
caaaabbbgaabbbabbaababbbababababd	3416102741
caaaabbgbaabbbabbaababbbababababd	3416102741
caaaabgbbaabbbabbaababbbababababd	3416102741
caaaagbbbaabbbabbaababbbababababd	3416102741
caaafabbbaabbbabbaababbbababababd	3416102741
caaebabbbaabbbabbaababbbababababd	3416102741
caeababbbaabbbabbaababbbababababd	3416102741
ceaababbbaabbbabbaababbbababababd	3416102741
cbaababbbaabbbabbaababbbababababd	3416102741
