"Input number 31591 with intial rewrite term cbbbabbabbaabbbd
Generated final number 5 with final rewrite term cabd
Number of steps: 265  Number of array doubles: 0"
Term	Number
caaabbaabbad	1126
caaabbaabbd	563
caaabbafabd	845
caaabbebabd	845
caaabfbbabd	845
caaagabbabd	845
caafaabbabd	845
caebaabbabd	845
ceabaabbabd	845
cbabaabbabd	845
cbabaabgd	317
cbabaagbd	317
cbabafabd	317
cbabebabd	317
cbafbbabd	317
cbebbbabd	317
cfbbbbabd	317
caabbbbabd	317
caabbbgd	119
caabbgbd	119
caabgbbd	119
caagbbbd	119
cafabbbd	119
cebabbbd	119
cbbabbbd	119
cbbagbbd	179
cbbfabbd	179
cbgaabbd	179
cgbaabbd	179
cabbaabbd	179
cabbafabd	269
cabbebabd	269
cabfbbabd	269
cagabbabd	269
cfaabbabd	269
caaaabbabd	269
caaaabgd	101
caaaagbd	101
caaafabd	101
caaebabd	101
caeababd	101
ceaababd	101
cbaababd	101
cbaagd	38
cbafad	38
cbebad	38
cfbbad	38
caabbad	38
caabbd	19
cafabd	29
cebabd	29
cbbabd	29
cbgd	11
cgbd	11
cabbd	11
cfabd	17
caaabd	17
caebd	13
ceabd	13
cbabd	13
cgd	5
cabd	5
