"Input number 13805679 with intial rewrite term cbabaababababaaaabbabbbbd
Generated final number 5 with final rewrite term cabd
Number of steps: 771  Number of array doubles: 0"
Term	Number
cbabaababababaaaabbabgbbd	20708519
cbabaababababaaaabbagbbbd	20708519
cbabaababababaaaabbfabbbd	20708519
cbabaababababaaaabgaabbbd	20708519
cbabaababababaaaagbaabbbd	20708519
cbabaababababaaafabaabbbd	20708519
cbabaababababaaebabaabbbd	20708519
cbabaababababaeababaabbbd	20708519
cbabaababababeaababaabbbd	20708519
cbabaabababafbaababaabbbd	20708519
cbabaabababebbaababaabbbd	20708519
cbabaababafbbbaababaabbbd	20708519
cbabaababebbbbaababaabbbd	20708519
cbabaabafbbbbbaababaabbbd	20708519
cbabaabebbbbbbaababaabbbd	20708519
cbabaafbbbbbbbaababaabbbd	20708519
cbabaebbbbbbbbaababaabbbd	20708519
cbabeabbbbbbbbaababaabbbd	20708519
cbafbabbbbbbbbaababaabbbd	20708519
cbebbabbbbbbbbaababaabbbd	20708519
cfbbbabbbbbbbbaababaabbbd	20708519
caabbbabbbbbbbbaababaabbbd	20708519
caabbbabbbbbbbbaababaagbbd	31062779
caabbbabbbbbbbbaababafabbd	31062779
caabbbabbbbbbbbaababebabbd	31062779
caabbbabbbbbbbbaabafbbabbd	31062779
caabbbabbbbbbbbaabebbbabbd	31062779
caabbbabbbbbbbbaafbbbbabbd	31062779
caabbbabbbbbbbbaebbbbbabbd	31062779
caabbbabbbbbbbbeabbbbbabbd	31062779
caabbbabbbbbbbfbabbbbbabbd	31062779
caabbbabbbbbbgababbbbbabbd	31062779
caabbbabbbbbgbababbbbbabbd	31062779
caabbbabbbbgbbababbbbbabbd	31062779
caabbbabbbgbbbababbbbbabbd	31062779
caabbbabbgbbbbababbbbbabbd	31062779
caabbbabgbbbbbababbbbbabbd	31062779
caabbbagbbbbbbababbbbbabbd	31062779
caabbbfabbbbbbababbbbbabbd	31062779
caabbgaabbbbbbababbbbbabbd	31062779
caabgbaabbbbbbababbbbbabbd	31062779
caagbbaabbbbbbababbbbbabbd	31062779
cafabbaabbbbbbababbbbbabbd	31062779
cebabbaabbbbbbababbbbbabbd	31062779
cbbabbaabbbbbbababbbbbabbd	31062779
cbbabbaabbbbbbababbbbbfabd	46594169
cbbabbaabbbbbbababbbbgaabd	46594169
cbbabbaabbbbbbababbbgbaabd	46594169
cbbabbaabbbbbbababbgbbaabd	46594169
cbbabbaabbbbbbababgbbbaabd	46594169
cbbabbaabbbbbbabagbbbbaabd	46594169
