"Input number 1665 with intial rewrite term cbabaaaaaabd
Generated final number 5 with final rewrite term cabd
Number of steps: 680  Number of array doubles: 1"
Term	Number
caaaeabbbbbbababd	50165
caaeaabbbbbbababd	50165
caeaaabbbbbbababd	50165
ceaaaabbbbbbababd	50165
cbaaaabbbbbbababd	50165
cbaaaabbbbbbagd	18812
cbaaaabbbbbbfad	18812
cbaaaabbbbbgaad	18812
cbaaaabbbbgbaad	18812
cbaaaabbbgbbaad	18812
cbaaaabbgbbbaad	18812
cbaaaabgbbbbaad	18812
cbaaaagbbbbbaad	18812
cbaaafabbbbbaad	18812
cbaaebabbbbbaad	18812
cbaeababbbbbaad	18812
cbeaababbbbbaad	18812
cfbaababbbbbaad	18812
caabaababbbbbaad	18812
caabaababbbbbad	9406
caabaababbbbbd	4703
caabaababbgbbd	7055
caabaababgbbbd	7055
caabaabagbbbbd	7055
caabaabfabbbbd	7055
caabaagaabbbbd	7055
caabafaaabbbbd	7055
caabebaaabbbbd	7055
caafbbaaabbbbd	7055
caebbbaaabbbbd	7055
ceabbbaaabbbbd	7055
cbabbbaaabbbbd	7055
cbabbbaaabgbbd	10583
cbabbbaaagbbbd	10583
cbabbbaafabbbd	10583
cbabbbaebabbbd	10583
cbabbbeababbbd	10583
cbabbfbababbbd	10583
cbabgabababbbd	10583
cbagbabababbbd	10583
cbfababababbbd	10583
cgaababababbbd	10583
cabaababababbbd	10583
cabaabababagbbd	15875
cabaabababfabbd	15875
cabaababagaabbd	15875
cabaababfaaabbd	15875
cabaabagaaaabbd	15875
cabaabfaaaaabbd	15875
cabaagaaaaaabbd	15875
cabafaaaaaaabbd	15875
cabebaaaaaaabbd	15875
cafbbaaaaaaabbd	15875
cebbbaaaaaaabbd	15875
cbbbbaaaaaaabbd	15875
cbbbbaaaaaafabd	23813
cbbbbaaaaaebabd	23813
cbbbbaaaaeababd	23813
cbbbbaaaeaababd	23813
cbbbbaaeaaababd	23813
cbbbbaeaaaababd	23813
cbbbbeaaaaababd	23813
cbbbfbaaaaababd	23813
cbbgabaaaaababd	23813
cbgbabaaaaababd	23813
cgbbabaaaaababd	23813
cabbbabaaaaababd	23813
cabbbabaaaaagd	8930
cabbbabaaaafad	8930
cabbbabaaaebad	8930
cabbbabaaeabad	8930
cabbbabaeaabad	8930
cabbbabeaaabad	8930
cabbbafbaaabad	8930
cabbbebbaaabad	8930
cabbfbbbaaabad	8930
cabgabbbaaabad	8930
cagbabbbaaabad	8930
cfababbbaaabad	8930
caaababbbaaabad	8930
caaababbbaaabd	4465
caaababbbaebd	3349
caaababbbeabd	3349
caaababbfbabd	3349
caaababgababd	3349
caaabagbababd	3349
caaabfabababd	3349
caaagaabababd	3349
caafaaabababd	3349
caebaaabababd	3349
ceabaaabababd	3349
cbabaaabababd	3349
cbabaaabagd	1256
cbabaaabfad	1256
cbabaaagaad	1256
cbabaafaaad	1256
cbabaebaaad	1256
cbabeabaaad	1256
cbafbabaaad	1256
cbebbabaaad	1256
cfbbbabaaad	1256
caabbbabaaad	1256
caabbbabaad	628
caabbbabad	314
caabbbabd	157
caabbgd	59
caabgbd	59
caagbbd	59
cafabbd	59
cebabbd	59
cbbabbd	59
cbbfabd	89
cbgaabd	89
cgbaabd	89
cabbaabd	89
cabbebd	67
cabfbbd	67
cagabbd	67
cfaabbd	67
caaaabbd	67
caaafabd	101
caaebabd	101
caeababd	101
ceaababd	101
cbaababd	101
cbaagd	38
cbafad	38
cbebad	38
cfbbad	38
caabbad	38
caabbd	19
cafabd	29
cebabd	29
cbbabd	29
