"Input number 959414494 with intial rewrite term cbbaabaababbbbbaaaaaaabbabbbbad
Generated final number 471412148906647493 with final rewrite term cbabaaabababbaabababbabbabaaaaabbbaabbaaabaababbbbbbbaaababd
Number of steps: 3207  Number of array doubles: 0"
Term	Number
cabaabbbababaaabbaaabbbbbbaaaafababaabad	538970935634
cabaabbbababaaabbaaabbbbbbaaaebababaabad	538970935634
cabaabbbababaaabbaaabbbbbbaaeabababaabad	538970935634
cabaabbbababaaabbaaabbbbbbaeaabababaabad	538970935634
cabaabbbababaaabbaaabbbbbbeaaabababaabad	538970935634
cabaabbbababaaabbaaabbbbbfbaaabababaabad	538970935634
cabaabbbababaaabbaaabbbbgabaaabababaabad	538970935634
cabaabbbababaaabbaaabbbgbabaaabababaabad	538970935634
cabaabbbababaaabbaaabbgbbabaaabababaabad	538970935634
cabaabbbababaaabbaaabgbbbabaaabababaabad	538970935634
cabaabbbababaaabbaaagbbbbabaaabababaabad	538970935634
cabaabbbababaaabbaafabbbbabaaabababaabad	538970935634
cabaabbbababaaabbaebabbbbabaaabababaabad	538970935634
cabaabbbababaaabbeababbbbabaaabababaabad	538970935634
cabaabbbababaaabfbababbbbabaaabababaabad	538970935634
cabaabbbababaaagabababbbbabaaabababaabad	538970935634
cabaabbbababaafaabababbbbabaaabababaabad	538970935634
cabaabbbababaebaabababbbbabaaabababaabad	538970935634
cabaabbbababeabaabababbbbabaaabababaabad	538970935634
cabaabbbabafbabaabababbbbabaaabababaabad	538970935634
cabaabbbabebbabaabababbbbabaaabababaabad	538970935634
cabaabbbafbbbabaabababbbbabaaabababaabad	538970935634
cabaabbbebbbbabaabababbbbabaaabababaabad	538970935634
cabaabbfbbbbbabaabababbbbabaaabababaabad	538970935634
cabaabgabbbbbabaabababbbbabaaabababaabad	538970935634
cabaagbabbbbbabaabababbbbabaaabababaabad	538970935634
cabafababbbbbabaabababbbbabaaabababaabad	538970935634
cabebababbbbbabaabababbbbabaaabababaabad	538970935634
cafbbababbbbbabaabababbbbabaaabababaabad	538970935634
cebbbababbbbbabaabababbbbabaaabababaabad	538970935634
cbbbbababbbbbabaabababbbbabaaabababaabad	538970935634
cbbbbababbbbbabaabababbbbabaaabababaabd	269485467817
cbbbbababbbbbabaabababbbbabaaabababaagd	404228201726
cbbbbababbbbbabaabababbbbabaaabababafad	404228201726
cbbbbababbbbbabaabababbbbabaaabababebad	404228201726
cbbbbababbbbbabaabababbbbabaaababafbbad	404228201726
cbbbbababbbbbabaabababbbbabaaababebbbad	404228201726
cbbbbababbbbbabaabababbbbabaaabafbbbbad	404228201726
cbbbbababbbbbabaabababbbbabaaabebbbbbad	404228201726
cbbbbababbbbbabaabababbbbabaaafbbbbbbad	404228201726
cbbbbababbbbbabaabababbbbabaaebbbbbbbad	404228201726
cbbbbababbbbbabaabababbbbabaeabbbbbbbad	404228201726
cbbbbababbbbbabaabababbbbabeaabbbbbbbad	404228201726
cbbbbababbbbbabaabababbbbafbaabbbbbbbad	404228201726
cbbbbababbbbbabaabababbbbebbaabbbbbbbad	404228201726
cbbbbababbbbbabaabababbbfbbbaabbbbbbbad	404228201726
cbbbbababbbbbabaabababbgabbbaabbbbbbbad	404228201726
cbbbbababbbbbabaabababgbabbbaabbbbbbbad	404228201726
cbbbbababbbbbabaababagbbabbbaabbbbbbbad	404228201726
cbbbbababbbbbabaababfabbabbbaabbbbbbbad	404228201726
cbbbbababbbbbabaabagaabbabbbaabbbbbbbad	404228201726
cbbbbababbbbbabaabfaaabbabbbaabbbbbbbad	404228201726
cbbbbababbbbbabaagaaaabbabbbaabbbbbbbad	404228201726
cbbbbababbbbbabafaaaaabbabbbaabbbbbbbad	404228201726
cbbbbababbbbbabebaaaaabbabbbaabbbbbbbad	404228201726
cbbbbababbbbbafbbaaaaabbabbbaabbbbbbbad	404228201726
cbbbbababbbbbebbbaaaaabbabbbaabbbbbbbad	404228201726
cbbbbababbbbfbbbbaaaaabbabbbaabbbbbbbad	404228201726
cbbbbababbbgabbbbaaaaabbabbbaabbbbbbbad	404228201726
cbbbbababbgbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cbbbbababgbbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cbbbbabagbbbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cbbbbabfabbbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cbbbbagaabbbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cbbbbfaaabbbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cbbbgaaaabbbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cbbgbaaaabbbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cbgbbaaaabbbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cgbbbaaaabbbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cabbbbaaaabbbabbbbaaaaabbabbbaabbbbbbbad	404228201726
cabbbbaaaabbbabbbbaaaaabbabbbaabbbbbbbd	202114100863
cabbbbaaaabbbabbbbaaaaabbabbbaabbbbbbgd	303171151295
cabbbbaaaabbbabbbbaaaaabbabbbaabbbbbgbd	303171151295
cabbbbaaaabbbabbbbaaaaabbabbbaabbbbgbbd	303171151295
cabbbbaaaabbbabbbbaaaaabbabbbaabbbgbbbd	303171151295
cabbbbaaaabbbabbbbaaaaabbabbbaabbgbbbbd	303171151295
cabbbbaaaabbbabbbbaaaaabbabbbaabgbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaaabbabbbaagbbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaaabbabbbafabbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaaabbabbbebabbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaaabbabbfbbabbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaaabbabgabbabbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaaabbagbabbabbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaaabbfababbabbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaaabgaababbabbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaaagbaababbabbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaafabaababbabbbbbbd	303171151295
cabbbbaaaabbbabbbbaaaebabaababbabbbbbbd	303171151295
cabbbbaaaabbbabbbbaaeababaababbabbbbbbd	303171151295
cabbbbaaaabbbabbbbaeaababaababbabbbbbbd	303171151295
cabbbbaaaabbbabbbbeaaababaababbabbbbbbd	303171151295
cabbbbaaaabbbabbbfbaaababaababbabbbbbbd	303171151295
cabbbbaaaabbbabbgabaaababaababbabbbbbbd	303171151295
cabbbbaaaabbbabgbabaaababaababbabbbbbbd	303171151295
cabbbbaaaabbbagbbabaaababaababbabbbbbbd	303171151295
cabbbbaaaabbbfabbabaaababaababbabbbbbbd	303171151295
cabbbbaaaabbgaabbabaaababaababbabbbbbbd	303171151295
cabbbbaaaabgbaabbabaaababaababbabbbbbbd	303171151295
cabbbbaaaagbbaabbabaaababaababbabbbbbbd	303171151295
cabbbbaaafabbaabbabaaababaababbabbbbbbd	303171151295
cabbbbaaebabbaabbabaaababaababbabbbbbbd	303171151295
cabbbbaeababbaabbabaaababaababbabbbbbbd	303171151295
cabbbbeaababbaabbabaaababaababbabbbbbbd	303171151295
cabbbfbaababbaabbabaaababaababbabbbbbbd	303171151295
cabbgabaababbaabbabaaababaababbabbbbbbd	303171151295
cabgbabaababbaabbabaaababaababbabbbbbbd	303171151295
cagbbabaababbaabbabaaababaababbabbbbbbd	303171151295
cfabbabaababbaabbabaaababaababbabbbbbbd	303171151295
caaabbabaababbaabbabaaababaababbabbbbbbd	303171151295
caaabbabaababbaabbabaaababaababbabbbbbgd	454756726943
caaabbabaababbaabbabaaababaababbabbbbgbd	454756726943
caaabbabaababbaabbabaaababaababbabbbgbbd	454756726943
caaabbabaababbaabbabaaababaababbabbgbbbd	454756726943
caaabbabaababbaabbabaaababaababbabgbbbbd	454756726943
caaabbabaababbaabbabaaababaababbagbbbbbd	454756726943
caaabbabaababbaabbabaaababaababbfabbbbbd	454756726943
caaabbabaababbaabbabaaababaababgaabbbbbd	454756726943
caaabbabaababbaabbabaaababaabagbaabbbbbd	454756726943
caaabbabaababbaabbabaaababaabfabaabbbbbd	454756726943
caaabbabaababbaabbabaaababaagaabaabbbbbd	454756726943
caaabbabaababbaabbabaaababafaaabaabbbbbd	454756726943
caaabbabaababbaabbabaaababebaaabaabbbbbd	454756726943
caaabbabaababbaabbabaaabafbbaaabaabbbbbd	454756726943
caaabbabaababbaabbabaaabebbbaaabaabbbbbd	454756726943
caaabbabaababbaabbabaaafbbbbaaabaabbbbbd	454756726943
caaabbabaababbaabbabaaebbbbbaaabaabbbbbd	454756726943
caaabbabaababbaabbabaeabbbbbaaabaabbbbbd	454756726943
caaabbabaababbaabbabeaabbbbbaaabaabbbbbd	454756726943
caaabbabaababbaabbafbaabbbbbaaabaabbbbbd	454756726943
caaabbabaababbaabbebbaabbbbbaaabaabbbbbd	454756726943
caaabbabaababbaabfbbbaabbbbbaaabaabbbbbd	454756726943
caaabbabaababbaagabbbaabbbbbaaabaabbbbbd	454756726943
caaabbabaababbafaabbbaabbbbbaaabaabbbbbd	454756726943
caaabbabaababbebaabbbaabbbbbaaabaabbbbbd	454756726943
caaabbabaababfbbaabbbaabbbbbaaabaabbbbbd	454756726943
caaabbabaabagabbaabbbaabbbbbaaabaabbbbbd	454756726943
caaabbabaabfaabbaabbbaabbbbbaaabaabbbbbd	454756726943
caaabbabaagaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
caaabbabafaaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
caaabbabebaaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
caaabbafbbaaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
caaabbebbbaaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
caaabfbbbbaaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
caaagabbbbaaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
caafaabbbbaaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
caebaabbbbaaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
ceabaabbbbaaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
cbabaabbbbaaaabbaabbbaabbbbbaaabaabbbbbd	454756726943
cbabaabbbbaaaabbaabbbaabbbbbaaabaabbbbgd	682135090415
cbabaabbbbaaaabbaabbbaabbbbbaaabaabbbgbd	682135090415
cbabaabbbbaaaabbaabbbaabbbbbaaabaabbgbbd	682135090415
cbabaabbbbaaaabbaabbbaabbbbbaaabaabgbbbd	682135090415
cbabaabbbbaaaabbaabbbaabbbbbaaabaagbbbbd	682135090415
cbabaabbbbaaaabbaabbbaabbbbbaaabafabbbbd	682135090415
cbabaabbbbaaaabbaabbbaabbbbbaaabebabbbbd	682135090415
cbabaabbbbaaaabbaabbbaabbbbbaaafbbabbbbd	682135090415
cbabaabbbbaaaabbaabbbaabbbbbaaebbbabbbbd	682135090415
cbabaabbbbaaaabbaabbbaabbbbbaeabbbabbbbd	682135090415
cbabaabbbbaaaabbaabbbaabbbbbeaabbbabbbbd	682135090415
cbabaabbbbaaaabbaabbbaabbbbfbaabbbabbbbd	682135090415
cbabaabbbbaaaabbaabbbaabbbgabaabbbabbbbd	682135090415
cbabaabbbbaaaabbaabbbaabbgbabaabbbabbbbd	682135090415
cbabaabbbbaaaabbaabbbaabgbbabaabbbabbbbd	682135090415
cbabaabbbbaaaabbaabbbaagbbbabaabbbabbbbd	682135090415
cbabaabbbbaaaabbaabbbafabbbabaabbbabbbbd	682135090415
cbabaabbbbaaaabbaabbbebabbbabaabbbabbbbd	682135090415
cbabaabbbbaaaabbaabbfbbabbbabaabbbabbbbd	682135090415
cbabaabbbbaaaabbaabgabbabbbabaabbbabbbbd	682135090415
cbabaabbbbaaaabbaagbabbabbbabaabbbabbbbd	682135090415
cbabaabbbbaaaabbafababbabbbabaabbbabbbbd	682135090415
cbabaabbbbaaaabbebababbabbbabaabbbabbbbd	682135090415
cbabaabbbbaaaabfbbababbabbbabaabbbabbbbd	682135090415
cbabaabbbbaaaagabbababbabbbabaabbbabbbbd	682135090415
cbabaabbbbaaafaabbababbabbbabaabbbabbbbd	682135090415
cbabaabbbbaaebaabbababbabbbabaabbbabbbbd	682135090415
cbabaabbbbaeabaabbababbabbbabaabbbabbbbd	682135090415
cbabaabbbbeaabaabbababbabbbabaabbbabbbbd	682135090415
cbabaabbbfbaabaabbababbabbbabaabbbabbbbd	682135090415
cbabaabbgabaabaabbababbabbbabaabbbabbbbd	682135090415
cbabaabgbabaabaabbababbabbbabaabbbabbbbd	682135090415
cbabaagbbabaabaabbababbabbbabaabbbabbbbd	682135090415
cbabafabbabaabaabbababbabbbabaabbbabbbbd	682135090415
cbabebabbabaabaabbababbabbbabaabbbabbbbd	682135090415
cbafbbabbabaabaabbababbabbbabaabbbabbbbd	682135090415
cbebbbabbabaabaabbababbabbbabaabbbabbbbd	682135090415
cfbbbbabbabaabaabbababbabbbabaabbbabbbbd	682135090415
caabbbbabbabaabaabbababbabbbabaabbbabbbbd	682135090415
caabbbbabbabaabaabbababbabbbabaabbbabbbgd	1023202635623
caabbbbabbabaabaabbababbabbbabaabbbabbgbd	1023202635623
caabbbbabbabaabaabbababbabbbabaabbbabgbbd	1023202635623
caabbbbabbabaabaabbababbabbbabaabbbagbbbd	1023202635623
caabbbbabbabaabaabbababbabbbabaabbbfabbbd	1023202635623
caabbbbabbabaabaabbababbabbbabaabbgaabbbd	1023202635623
caabbbbabbabaabaabbababbabbbabaabgbaabbbd	1023202635623
caabbbbabbabaabaabbababbabbbabaagbbaabbbd	1023202635623
caabbbbabbabaabaabbababbabbbabafabbaabbbd	1023202635623
caabbbbabbabaabaabbababbabbbabebabbaabbbd	1023202635623
caabbbbabbabaabaabbababbabbbafbbabbaabbbd	1023202635623
caabbbbabbabaabaabbababbabbbebbbabbaabbbd	1023202635623
caabbbbabbabaabaabbababbabbfbbbbabbaabbbd	1023202635623
caabbbbabbabaabaabbababbabgabbbbabbaabbbd	1023202635623
caabbbbabbabaabaabbababbagbabbbbabbaabbbd	1023202635623
caabbbbabbabaabaabbababbfababbbbabbaabbbd	1023202635623
caabbbbabbabaabaabbababgaababbbbabbaabbbd	1023202635623
caabbbbabbabaabaabbabagbaababbbbabbaabbbd	1023202635623
caabbbbabbabaabaabbabfabaababbbbabbaabbbd	1023202635623
caabbbbabbabaabaabbagaabaababbbbabbaabbbd	1023202635623
caabbbbabbabaabaabbfaaabaababbbbabbaabbbd	1023202635623
caabbbbabbabaabaabgaaaabaababbbbabbaabbbd	1023202635623
caabbbbabbabaabaagbaaaabaababbbbabbaabbbd	1023202635623
caabbbbabbabaabafabaaaabaababbbbabbaabbbd	1023202635623
caabbbbabbabaabebabaaaabaababbbbabbaabbbd	1023202635623
caabbbbabbabaafbbabaaaabaababbbbabbaabbbd	1023202635623
caabbbbabbabaebbbabaaaabaababbbbabbaabbbd	1023202635623
caabbbbabbabeabbbabaaaabaababbbbabbaabbbd	1023202635623
caabbbbabbafbabbbabaaaabaababbbbabbaabbbd	1023202635623
caabbbbabbebbabbbabaaaabaababbbbabbaabbbd	1023202635623
caabbbbabfbbbabbbabaaaabaababbbbabbaabbbd	1023202635623
caabbbbagabbbabbbabaaaabaababbbbabbaabbbd	1023202635623
caabbbbfaabbbabbbabaaaabaababbbbabbaabbbd	1023202635623
caabbbgaaabbbabbbabaaaabaababbbbabbaabbbd	1023202635623
caabbgbaaabbbabbbabaaaabaababbbbabbaabbbd	1023202635623
caabgbbaaabbbabbbabaaaabaababbbbabbaabbbd	1023202635623
caagbbbaaabbbabbbabaaaabaababbbbabbaabbbd	1023202635623
cafabbbaaabbbabbbabaaaabaababbbbabbaabbbd	1023202635623
cebabbbaaabbbabbbabaaaabaababbbbabbaabbbd	1023202635623
cbbabbbaaabbbabbbabaaaabaababbbbabbaabbbd	1023202635623
cbbabbbaaabbbabbbabaaaabaababbbbabbaabbgd	1534803953435
cbbabbbaaabbbabbbabaaaabaababbbbabbaabgbd	1534803953435
cbbabbbaaabbbabbbabaaaabaababbbbabbaagbbd	1534803953435
cbbabbbaaabbbabbbabaaaabaababbbbabbafabbd	1534803953435
cbbabbbaaabbbabbbabaaaabaababbbbabbebabbd	1534803953435
cbbabbbaaabbbabbbabaaaabaababbbbabfbbabbd	1534803953435
cbbabbbaaabbbabbbabaaaabaababbbbagabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaabaababbbbfaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaabaababbbgaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaabaababbgbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaabaababgbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaabaabagbbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaabaabfabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaabaagaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaabafaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaabebaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaafbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaaebbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaaeabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabaeaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbabeaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbafbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbbebbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabbfbbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbabgabbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbagbabbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbbfababbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabbgaababbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaabgbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaaagbbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaafabbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbaebabbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbbeababbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabbfbababbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cbbabgabababbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cbbagbabababbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cbbfababababbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cbgaababababbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cgbaababababbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cabbaababababbaababbbaaabbbaaabbbaaabbabbd	1534803953435
cabbaababababbaababbbaaabbbaaabbbaaabbabgd	2302205930153
cabbaababababbaababbbaaabbbaaabbbaaabbagbd	2302205930153
cabbaababababbaababbbaaabbbaaabbbaaabbfabd	2302205930153
cabbaababababbaababbbaaabbbaaabbbaaabgaabd	2302205930153
cabbaababababbaababbbaaabbbaaabbbaaagbaabd	2302205930153
cabbaababababbaababbbaaabbbaaabbbaafabaabd	2302205930153
cabbaababababbaababbbaaabbbaaabbbaebabaabd	2302205930153
cabbaababababbaababbbaaabbbaaabbbeababaabd	2302205930153
cabbaababababbaababbbaaabbbaaabbfbababaabd	2302205930153
cabbaababababbaababbbaaabbbaaabgabababaabd	2302205930153
cabbaababababbaababbbaaabbbaaagbabababaabd	2302205930153
cabbaababababbaababbbaaabbbaafababababaabd	2302205930153
cabbaababababbaababbbaaabbbaebababababaabd	2302205930153
cabbaababababbaababbbaaabbbeabababababaabd	2302205930153
cabbaababababbaababbbaaabbfbabababababaabd	2302205930153
cabbaababababbaababbbaaabgababababababaabd	2302205930153
cabbaababababbaababbbaaagbababababababaabd	2302205930153
cabbaababababbaababbbaafabababababababaabd	2302205930153
cabbaababababbaababbbaebabababababababaabd	2302205930153
cabbaababababbaababbbeababababababababaabd	2302205930153
cabbaababababbaababbfbababababababababaabd	2302205930153
cabbaababababbaababgabababababababababaabd	2302205930153
cabbaababababbaabagbabababababababababaabd	2302205930153
cabbaababababbaabfababababababababababaabd	2302205930153
cabbaababababbaagaababababababababababaabd	2302205930153
cabbaababababbafaaababababababababababaabd	2302205930153
cabbaababababbebaaababababababababababaabd	2302205930153
cabbaababababfbbaaababababababababababaabd	2302205930153
cabbaabababagabbaaababababababababababaabd	2302205930153
cabbaabababfaabbaaababababababababababaabd	2302205930153
cabbaababagaaabbaaababababababababababaabd	2302205930153
cabbaababfaaaabbaaababababababababababaabd	2302205930153
cabbaabagaaaaabbaaababababababababababaabd	2302205930153
cabbaabfaaaaaabbaaababababababababababaabd	2302205930153
cabbaagaaaaaaabbaaababababababababababaabd	2302205930153
cabbafaaaaaaaabbaaababababababababababaabd	2302205930153
cabbebaaaaaaaabbaaababababababababababaabd	2302205930153
cabfbbaaaaaaaabbaaababababababababababaabd	2302205930153
cagabbaaaaaaaabbaaababababababababababaabd	2302205930153
cfaabbaaaaaaaabbaaababababababababababaabd	2302205930153
caaaabbaaaaaaaabbaaababababababababababaabd	2302205930153
caaaabbaaaaaaaabbaaababababababababababaagd	3453308895230
caaaabbaaaaaaaabbaaababababababababababafad	3453308895230
caaaabbaaaaaaaabbaaababababababababababebad	3453308895230
caaaabbaaaaaaaabbaaabababababababababafbbad	3453308895230
caaaabbaaaaaaaabbaaabababababababababebbbad	3453308895230
caaaabbaaaaaaaabbaaababababababababafbbbbad	3453308895230
caaaabbaaaaaaaabbaaababababababababebbbbbad	3453308895230
caaaabbaaaaaaaabbaaabababababababafbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaabababababababebbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaababababababafbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaababababababebbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaabababababafbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaabababababebbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaababababafbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaababababebbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaabababafbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaabababebbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaababafbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaababebbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaabafbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaabebbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaafbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaaebbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbaeabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabbeaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaabfbaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaaagabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaafaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaaebaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaaeabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaaeaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaaeaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaaeaaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbaeaaaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabbeaaaaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaabfbaaaaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaaagabaaaaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaafaabaaaaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caaebaabaaaaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
caeabaabaaaaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
ceaabaabaaaaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
cbaabaabaaaaaabaabaabbbbbbbbbbbbbbbbbbbbbad	3453308895230
cbaabaabaaaaaabaabaabbbbbbbbbbbbbbbbbbbbbd	1726654447615
cbaabaabaaaaaabaabaabbbbbbbbbbbbbbbbbbbbgd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbbbbbbbbbbbgbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbbbbbbbbbbgbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbbbbbbbbbgbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbbbbbbbbgbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbbbbbbbgbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbbbbbbgbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbbbbbgbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbbbbgbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbbbgbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbbgbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbbgbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbbgbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbbgbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbbgbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbbgbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbbgbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbbgbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabbgbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaabgbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabaagbbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabafabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaabebabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaafbbabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabaebbbabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaabeabbbabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaafbabbbabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaaebbabbbabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaaeabbabbbabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaaeaabbabbbabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaaeaaabbabbbabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabaeaaaabbabbbabbbbbbbbbbbbbbbbbbbbd	2589981671423
cbaabaabeaaaaabbabbbabbbbbbbbbbbbbbbbbbbbd	2589981671423
