"Input number 10473136 with intial rewrite term caabbbbbbbaabbbababbaaaad
Generated final number 620527837 with final rewrite term caabaabbbbbbaabaaaaaaabbabbbabd
Number of steps: 855  Number of array doubles: 0"
Term	Number
cabaabaaaabbebaaaababaaabbbd	129130823
cabaabaaaabfbbaaaababaaabbbd	129130823
cabaabaaaagabbaaaababaaabbbd	129130823
cabaabaaafaabbaaaababaaabbbd	129130823
cabaabaaebaabbaaaababaaabbbd	129130823
cabaabaeabaabbaaaababaaabbbd	129130823
cabaabeaabaabbaaaababaaabbbd	129130823
cabaafbaabaabbaaaababaaabbbd	129130823
cabaebbaabaabbaaaababaaabbbd	129130823
cabeabbaabaabbaaaababaaabbbd	129130823
cafbabbaabaabbaaaababaaabbbd	129130823
cebbabbaabaabbaaaababaaabbbd	129130823
cbbbabbaabaabbaaaababaaabbbd	129130823
cbbbabbaabaabbaaaababaaabbgd	193696235
cbbbabbaabaabbaaaababaaabgbd	193696235
cbbbabbaabaabbaaaababaaagbbd	193696235
cbbbabbaabaabbaaaababaafabbd	193696235
cbbbabbaabaabbaaaababaebabbd	193696235
cbbbabbaabaabbaaaababeababbd	193696235
cbbbabbaabaabbaaaabafbababbd	193696235
cbbbabbaabaabbaaaabebbababbd	193696235
cbbbabbaabaabbaaaafbbbababbd	193696235
cbbbabbaabaabbaaaebbbbababbd	193696235
cbbbabbaabaabbaaeabbbbababbd	193696235
cbbbabbaabaabbaeaabbbbababbd	193696235
cbbbabbaabaabbeaaabbbbababbd	193696235
cbbbabbaabaabfbaaabbbbababbd	193696235
cbbbabbaabaagabaaabbbbababbd	193696235
cbbbabbaabafaabaaabbbbababbd	193696235
cbbbabbaabebaabaaabbbbababbd	193696235
cbbbabbaafbbaabaaabbbbababbd	193696235
cbbbabbaebbbaabaaabbbbababbd	193696235
cbbbabbeabbbaabaaabbbbababbd	193696235
cbbbabfbabbbaabaaabbbbababbd	193696235
cbbbagababbbaabaaabbbbababbd	193696235
cbbbfaababbbaabaaabbbbababbd	193696235
cbbgaaababbbaabaaabbbbababbd	193696235
cbgbaaababbbaabaaabbbbababbd	193696235
cgbbaaababbbaabaaabbbbababbd	193696235
cabbbaaababbbaabaaabbbbababbd	193696235
cabbbaaababbbaabaaabbbbababgd	290544353
cabbbaaababbbaabaaabbbbabagbd	290544353
cabbbaaababbbaabaaabbbbabfabd	290544353
cabbbaaababbbaabaaabbbbagaabd	290544353
cabbbaaababbbaabaaabbbbfaaabd	290544353
cabbbaaababbbaabaaabbbgaaaabd	290544353
cabbbaaababbbaabaaabbgbaaaabd	290544353
cabbbaaababbbaabaaabgbbaaaabd	290544353
cabbbaaababbbaabaaagbbbaaaabd	290544353
cabbbaaababbbaabaafabbbaaaabd	290544353
cabbbaaababbbaabaebabbbaaaabd	290544353
cabbbaaababbbaabeababbbaaaabd	290544353
cabbbaaababbbaafbababbbaaaabd	290544353
cabbbaaababbbaebbababbbaaaabd	290544353
cabbbaaababbbeabbababbbaaaabd	290544353
cabbbaaababbfbabbababbbaaaabd	290544353
cabbbaaababgababbababbbaaaabd	290544353
cabbbaaabagbababbababbbaaaabd	290544353
cabbbaaabfabababbababbbaaaabd	290544353
cabbbaaagaabababbababbbaaaabd	290544353
cabbbaafaaabababbababbbaaaabd	290544353
cabbbaebaaabababbababbbaaaabd	290544353
cabbbeabaaabababbababbbaaaabd	290544353
cabbfbabaaabababbababbbaaaabd	290544353
cabgababaaabababbababbbaaaabd	290544353
cagbababaaabababbababbbaaaabd	290544353
cfabababaaabababbababbbaaaabd	290544353
caaabababaaabababbababbbaaaabd	290544353
caaabababaaabababbababbbaaaagd	435816530
caaabababaaabababbababbbaaafad	435816530
caaabababaaabababbababbbaaebad	435816530
caaabababaaabababbababbbaeabad	435816530
caaabababaaabababbababbbeaabad	435816530
caaabababaaabababbababbfbaabad	435816530
caaabababaaabababbababgabaabad	435816530
caaabababaaabababbabagbabaabad	435816530
caaabababaaabababbabfababaabad	435816530
caaabababaaabababbagaababaabad	435816530
caaabababaaabababbfaaababaabad	435816530
caaabababaaabababgaaaababaabad	435816530
caaabababaaababagbaaaababaabad	435816530
caaabababaaababfabaaaababaabad	435816530
caaabababaaabagaabaaaababaabad	435816530
caaabababaaabfaaabaaaababaabad	435816530
caaabababaaagaaaabaaaababaabad	435816530
caaabababaafaaaaabaaaababaabad	435816530
caaabababaebaaaaabaaaababaabad	435816530
caaabababeabaaaaabaaaababaabad	435816530
caaababafbabaaaaabaaaababaabad	435816530
caaababebbabaaaaabaaaababaabad	435816530
caaabafbbbabaaaaabaaaababaabad	435816530
caaabebbbbabaaaaabaaaababaabad	435816530
caaafbbbbbabaaaaabaaaababaabad	435816530
caaebbbbbbabaaaaabaaaababaabad	435816530
caeabbbbbbabaaaaabaaaababaabad	435816530
ceaabbbbbbabaaaaabaaaababaabad	435816530
cbaabbbbbbabaaaaabaaaababaabad	435816530
cbaabbbbbbabaaaaabaaaababaabd	217908265
cbaabbbbbbabaaaaabaaaababaagd	326862398
cbaabbbbbbabaaaaabaaaababafad	326862398
cbaabbbbbbabaaaaabaaaababebad	326862398
cbaabbbbbbabaaaaabaaaabafbbad	326862398
cbaabbbbbbabaaaaabaaaabebbbad	326862398
cbaabbbbbbabaaaaabaaaafbbbbad	326862398
cbaabbbbbbabaaaaabaaaebbbbbad	326862398
cbaabbbbbbabaaaaabaaeabbbbbad	326862398
cbaabbbbbbabaaaaabaeaabbbbbad	326862398
cbaabbbbbbabaaaaabeaaabbbbbad	326862398
cbaabbbbbbabaaaaafbaaabbbbbad	326862398
cbaabbbbbbabaaaaebbaaabbbbbad	326862398
cbaabbbbbbabaaaeabbaaabbbbbad	326862398
cbaabbbbbbabaaeaabbaaabbbbbad	326862398
cbaabbbbbbabaeaaabbaaabbbbbad	326862398
cbaabbbbbbabeaaaabbaaabbbbbad	326862398
cbaabbbbbbafbaaaabbaaabbbbbad	326862398
cbaabbbbbbebbaaaabbaaabbbbbad	326862398
cbaabbbbbfbbbaaaabbaaabbbbbad	326862398
cbaabbbbgabbbaaaabbaaabbbbbad	326862398
cbaabbbgbabbbaaaabbaaabbbbbad	326862398
cbaabbgbbabbbaaaabbaaabbbbbad	326862398
cbaabgbbbabbbaaaabbaaabbbbbad	326862398
cbaagbbbbabbbaaaabbaaabbbbbad	326862398
cbafabbbbabbbaaaabbaaabbbbbad	326862398
cbebabbbbabbbaaaabbaaabbbbbad	326862398
cfbbabbbbabbbaaaabbaaabbbbbad	326862398
caabbabbbbabbbaaaabbaaabbbbbad	326862398
caabbabbbbabbbaaaabbaaabbbbbd	163431199
caabbabbbbabbbaaaabbaaabbbbgd	245146799
caabbabbbbabbbaaaabbaaabbbgbd	245146799
caabbabbbbabbbaaaabbaaabbgbbd	245146799
caabbabbbbabbbaaaabbaaabgbbbd	245146799
caabbabbbbabbbaaaabbaaagbbbbd	245146799
caabbabbbbabbbaaaabbaafabbbbd	245146799
caabbabbbbabbbaaaabbaebabbbbd	245146799
caabbabbbbabbbaaaabbeababbbbd	245146799
caabbabbbbabbbaaaabfbababbbbd	245146799
caabbabbbbabbbaaaagabababbbbd	245146799
caabbabbbbabbbaaafaabababbbbd	245146799
caabbabbbbabbbaaebaabababbbbd	245146799
caabbabbbbabbbaeabaabababbbbd	245146799
caabbabbbbabbbeaabaabababbbbd	245146799
caabbabbbbabbfbaabaabababbbbd	245146799
caabbabbbbabgabaabaabababbbbd	245146799
caabbabbbbagbabaabaabababbbbd	245146799
caabbabbbbfababaabaabababbbbd	245146799
caabbabbbgaababaabaabababbbbd	245146799
caabbabbgbaababaabaabababbbbd	245146799
caabbabgbbaababaabaabababbbbd	245146799
caabbagbbbaababaabaabababbbbd	245146799
caabbfabbbaababaabaabababbbbd	245146799
caabgaabbbaababaabaabababbbbd	245146799
caagbaabbbaababaabaabababbbbd	245146799
cafabaabbbaababaabaabababbbbd	245146799
cebabaabbbaababaabaabababbbbd	245146799
cbbabaabbbaababaabaabababbbbd	245146799
cbbabaabbbaababaabaabababbbgd	367720199
cbbabaabbbaababaabaabababbgbd	367720199
cbbabaabbbaababaabaabababgbbd	367720199
cbbabaabbbaababaabaababagbbbd	367720199
cbbabaabbbaababaabaababfabbbd	367720199
cbbabaabbbaababaabaabagaabbbd	367720199
cbbabaabbbaababaabaabfaaabbbd	367720199
cbbabaabbbaababaabaagaaaabbbd	367720199
cbbabaabbbaababaabafaaaaabbbd	367720199
cbbabaabbbaababaabebaaaaabbbd	367720199
cbbabaabbbaababaafbbaaaaabbbd	367720199
cbbabaabbbaababaebbbaaaaabbbd	367720199
cbbabaabbbaababeabbbaaaaabbbd	367720199
cbbabaabbbaabafbabbbaaaaabbbd	367720199
cbbabaabbbaabebbabbbaaaaabbbd	367720199
cbbabaabbbaafbbbabbbaaaaabbbd	367720199
cbbabaabbbaebbbbabbbaaaaabbbd	367720199
cbbabaabbbeabbbbabbbaaaaabbbd	367720199
cbbabaabbfbabbbbabbbaaaaabbbd	367720199
cbbabaabgababbbbabbbaaaaabbbd	367720199
cbbabaagbababbbbabbbaaaaabbbd	367720199
cbbabafabababbbbabbbaaaaabbbd	367720199
cbbabebabababbbbabbbaaaaabbbd	367720199
cbbafbbabababbbbabbbaaaaabbbd	367720199
cbbebbbabababbbbabbbaaaaabbbd	367720199
cbfbbbbabababbbbabbbaaaaabbbd	367720199
cgabbbbabababbbbabbbaaaaabbbd	367720199
cababbbbabababbbbabbbaaaaabbbd	367720199
cababbbbabababbbbabbbaaaaabbgd	551580299
cababbbbabababbbbabbbaaaaabgbd	551580299
cababbbbabababbbbabbbaaaaagbbd	551580299
cababbbbabababbbbabbbaaaafabbd	551580299
cababbbbabababbbbabbbaaaebabbd	551580299
cababbbbabababbbbabbbaaeababbd	551580299
cababbbbabababbbbabbbaeaababbd	551580299
cababbbbabababbbbabbbeaaababbd	551580299
cababbbbabababbbbabbfbaaababbd	551580299
cababbbbabababbbbabgabaaababbd	551580299
cababbbbabababbbbagbabaaababbd	551580299
cababbbbabababbbbfababaaababbd	551580299
cababbbbabababbbgaababaaababbd	551580299
cababbbbabababbgbaababaaababbd	551580299
cababbbbabababgbbaababaaababbd	551580299
cababbbbababagbbbaababaaababbd	551580299
cababbbbababfabbbaababaaababbd	551580299
cababbbbabagaabbbaababaaababbd	551580299
cababbbbabfaaabbbaababaaababbd	551580299
cababbbbagaaaabbbaababaaababbd	551580299
cababbbbfaaaaabbbaababaaababbd	551580299
cababbbgaaaaaabbbaababaaababbd	551580299
cababbgbaaaaaabbbaababaaababbd	551580299
cababgbbaaaaaabbbaababaaababbd	551580299
cabagbbbaaaaaabbbaababaaababbd	551580299
cabfabbbaaaaaabbbaababaaababbd	551580299
cagaabbbaaaaaabbbaababaaababbd	551580299
cfaaabbbaaaaaabbbaababaaababbd	551580299
caaaaabbbaaaaaabbbaababaaababbd	551580299
caaaaabbbaaaaaabbbaababaaababgd	827370449
caaaaabbbaaaaaabbbaababaaabagbd	827370449
caaaaabbbaaaaaabbbaababaaabfabd	827370449
caaaaabbbaaaaaabbbaababaaagaabd	827370449
caaaaabbbaaaaaabbbaababaafaaabd	827370449
caaaaabbbaaaaaabbbaababaebaaabd	827370449
caaaaabbbaaaaaabbbaababeabaaabd	827370449
caaaaabbbaaaaaabbbaabafbabaaabd	827370449
caaaaabbbaaaaaabbbaabebbabaaabd	827370449
caaaaabbbaaaaaabbbaafbbbabaaabd	827370449
caaaaabbbaaaaaabbbaebbbbabaaabd	827370449
caaaaabbbaaaaaabbbeabbbbabaaabd	827370449
caaaaabbbaaaaaabbfbabbbbabaaabd	827370449
caaaaabbbaaaaaabgababbbbabaaabd	827370449
caaaaabbbaaaaaagbababbbbabaaabd	827370449
caaaaabbbaaaaafabababbbbabaaabd	827370449
caaaaabbbaaaaebabababbbbabaaabd	827370449
caaaaabbbaaaeababababbbbabaaabd	827370449
caaaaabbbaaeaababababbbbabaaabd	827370449
caaaaabbbaeaaababababbbbabaaabd	827370449
caaaaabbbeaaaababababbbbabaaabd	827370449
caaaaabbfbaaaababababbbbabaaabd	827370449
caaaaabgabaaaababababbbbabaaabd	827370449
caaaaagbabaaaababababbbbabaaabd	827370449
caaaafababaaaababababbbbabaaabd	827370449
caaaebababaaaababababbbbabaaabd	827370449
caaeabababaaaababababbbbabaaabd	827370449
caeaabababaaaababababbbbabaaabd	827370449
ceaaabababaaaababababbbbabaaabd	827370449
cbaaabababaaaababababbbbabaaabd	827370449
cbaaabababaaaababababbbbabaaagd	1241055674
cbaaabababaaaababababbbbabaafad	1241055674
cbaaabababaaaababababbbbabaebad	1241055674
cbaaabababaaaababababbbbabeabad	1241055674
cbaaabababaaaababababbbbafbabad	1241055674
cbaaabababaaaababababbbbebbabad	1241055674
cbaaabababaaaababababbbfbbbabad	1241055674
cbaaabababaaaababababbgabbbabad	1241055674
cbaaabababaaaababababgbabbbabad	1241055674
cbaaabababaaaabababagbbabbbabad	1241055674
cbaaabababaaaabababfabbabbbabad	1241055674
cbaaabababaaaababagaabbabbbabad	1241055674
cbaaabababaaaababfaaabbabbbabad	1241055674
cbaaabababaaaabagaaaabbabbbabad	1241055674
cbaaabababaaaabfaaaaabbabbbabad	1241055674
cbaaabababaaaagaaaaaabbabbbabad	1241055674
cbaaabababaaafaaaaaaabbabbbabad	1241055674
cbaaabababaaebaaaaaaabbabbbabad	1241055674
cbaaabababaeabaaaaaaabbabbbabad	1241055674
cbaaabababeaabaaaaaaabbabbbabad	1241055674
cbaaababafbaabaaaaaaabbabbbabad	1241055674
cbaaababebbaabaaaaaaabbabbbabad	1241055674
cbaaabafbbbaabaaaaaaabbabbbabad	1241055674
cbaaabebbbbaabaaaaaaabbabbbabad	1241055674
cbaaafbbbbbaabaaaaaaabbabbbabad	1241055674
cbaaebbbbbbaabaaaaaaabbabbbabad	1241055674
cbaeabbbbbbaabaaaaaaabbabbbabad	1241055674
cbeaabbbbbbaabaaaaaaabbabbbabad	1241055674
cfbaabbbbbbaabaaaaaaabbabbbabad	1241055674
caabaabbbbbbaabaaaaaaabbabbbabad	1241055674
caabaabbbbbbaabaaaaaaabbabbbabd	620527837
